OtuName	Core	TotalRelativeabundance	TotalOcurrence	Relative.abundance.y1	Relative.abundance.y2	Relative.abundance.y3	Ocurrence.y1	Ocurrence.y2	Ocurrence.y3	Locus	size	Taxonomy	Kingdom	Phylum	Class	Order	Family	Genus	Species
BacV5_Otu_001734	no	2.50E-05	0.029126214	0	7.36E-05	0	0	0.085714286	0	BacV5	73	"k__Bacteria(100);p__Bacteroidetes(100);c__Flavobacteriia(100);o__Flavobacteriales(100);f__[Weeksellaceae](100);g__Chryseobacterium(64);g__Chryseobacterium_unclassified(64);"	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__[Weeksellaceae]	g__Chryseobacterium	g__Chryseobacterium_unclassified
BacV5_Otu_001735	no	2.72E-05	0.126213592	6.94E-05	8.44E-06	7.84E-06	0.28125	0.085714286	0.027777778	BacV5	73	"k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Solirubrobacterales(100);o__Solirubrobacterales_unclassified(100);o__Solirubrobacterales_unclassified(100);o__Solirubrobacterales_unclassified(100);"	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	o__Solirubrobacterales_unclassified	o__Solirubrobacterales_unclassified	o__Solirubrobacterales_unclassified
BacV5_Otu_001736	no	2.68E-05	0.077669903	6.53E-05	1.70E-05	1.96E-06	0.15625	0.071428571	0.013888889	BacV5	73	"k__Bacteria(100);k__Bacteria_unclassified(57);k__Bacteria_unclassified(57);k__Bacteria_unclassified(57);k__Bacteria_unclassified(57);k__Bacteria_unclassified(57);k__Bacteria_unclassified(57);"	k__Bacteria	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified
BacV5_Otu_001737	no	2.53E-05	0.174757282	2.15E-05	3.25E-05	2.19E-05	0.171875	0.142857143	0.208333333	BacV5	73	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Nocardioidaceae(100);g__Nocardioides(100);g__Nocardioides_unclassified(99);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	g__Nocardioides	g__Nocardioides_unclassified
BacV5_Otu_001738	no	2.17E-05	0.121359223	2.73E-05	9.54E-06	2.85E-05	0.171875	0.085714286	0.111111111	BacV5	73	"k__Bacteria(100);k__Bacteria_unclassified(92);k__Bacteria_unclassified(92);k__Bacteria_unclassified(92);k__Bacteria_unclassified(92);k__Bacteria_unclassified(92);k__Bacteria_unclassified(92);"	k__Bacteria	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified
BacV5_Otu_001740	no	3.82E-05	0.169902913	2.52E-05	5.92E-05	2.94E-05	0.15625	0.142857143	0.208333333	BacV5	73	"k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Paenibacillus(100);g__Paenibacillus_unclassified(94);"	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	g__Paenibacillus_unclassified
BacV5_Otu_001741	no	2.92E-05	0.199029126	1.83E-05	5.41E-05	1.48E-05	0.109375	0.3	0.180555556	BacV5	73	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Oxalobacteraceae(100);f__Oxalobacteraceae_unclassified(100);f__Oxalobacteraceae_unclassified(100);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	f__Oxalobacteraceae_unclassified	f__Oxalobacteraceae_unclassified
BacV5_Otu_001742	no	3.08E-05	0.194174757	1.65E-05	3.55E-05	3.90E-05	0.140625	0.2	0.236111111	BacV5	73	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(100);g__Frigoribacterium(76);g__Frigoribacterium_unclassified(76);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Frigoribacterium	g__Frigoribacterium_unclassified
BacV5_Otu_001743	no	2.59E-05	0.169902913	2.46E-05	3.47E-05	1.86E-05	0.15625	0.242857143	0.111111111	BacV5	73	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Oxalobacteraceae(98);f__Oxalobacteraceae_unclassified(88);f__Oxalobacteraceae_unclassified(88);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	f__Oxalobacteraceae_unclassified	f__Oxalobacteraceae_unclassified
BacV5_Otu_001745	no	1.91E-05	0.067961165	7.47E-07	5.55E-05	0	0.015625	0.185714286	0	BacV5	73	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Nocardioidaceae(100);g__Nocardioides(100);g__Nocardioides_unclassified(100);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	g__Nocardioides	g__Nocardioides_unclassified
BacV5_Otu_001746	no	3.21E-05	0.126213592	1.43E-05	4.47E-05	3.58E-05	0.078125	0.228571429	0.069444444	BacV5	72	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);s__asaccharolytica(98);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__asaccharolytica
BacV5_Otu_001748	no	2.96E-05	0.223300971	3.25E-05	5.19E-05	5.38E-06	0.21875	0.385714286	0.069444444	BacV5	72	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);f__Sphingomonadaceae_unclassified(69);f__Sphingomonadaceae_unclassified(69);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	f__Sphingomonadaceae_unclassified	f__Sphingomonadaceae_unclassified
BacV5_Otu_001750	no	2.43E-05	0.155339806	2.77E-05	2.08E-05	2.48E-05	0.171875	0.171428571	0.125	BacV5	72	"k__Bacteria(100);p__Acidobacteria(100);c__Acidobacteriia(100);o__Acidobacteriales(100);f__Koribacteraceae(100);g__Candidatus_Koribacter(100);g__Candidatus_Koribacter_unclassified(100);"	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus_Koribacter	g__Candidatus_Koribacter_unclassified
BacV5_Otu_001751	no	2.06E-05	0.189320388	1.32E-05	1.53E-05	3.23E-05	0.15625	0.171428571	0.236111111	BacV5	72	"k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Gaiellales(100);f__Gaiellaceae(100);f__Gaiellaceae_unclassified(100);f__Gaiellaceae_unclassified(100);"	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	f__Gaiellaceae_unclassified	f__Gaiellaceae_unclassified
BacV5_Otu_001752	no	2.93E-05	0.072815534	2.05E-05	6.74E-05	0	0.046875	0.171428571	0	BacV5	72	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Aurantimonadaceae(100);f__Aurantimonadaceae_unclassified(94);f__Aurantimonadaceae_unclassified(94);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Aurantimonadaceae	f__Aurantimonadaceae_unclassified	f__Aurantimonadaceae_unclassified
BacV5_Otu_001753	no	2.51E-05	0.174757282	1.18E-05	2.66E-05	3.56E-05	0.125	0.214285714	0.180555556	BacV5	72	"k__Bacteria(100);p__Acidobacteria(100);c__Solibacteres(100);o__Solibacterales(100);f__Solibacteraceae(100);g__Candidatus_Solibacter(100);g__Candidatus_Solibacter_unclassified(100);"	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__Solibacteraceae	g__Candidatus_Solibacter	g__Candidatus_Solibacter_unclassified
BacV5_Otu_001754	no	3.16E-05	0.203883495	1.27E-05	5.99E-05	2.09E-05	0.140625	0.385714286	0.083333333	BacV5	72	"k__Bacteria(100);k__Bacteria_unclassified(64);k__Bacteria_unclassified(64);k__Bacteria_unclassified(64);k__Bacteria_unclassified(64);k__Bacteria_unclassified(64);k__Bacteria_unclassified(64);"	k__Bacteria	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified
BacV5_Otu_001755	no	3.12E-05	0.111650485	7.18E-05	2.03E-05	5.65E-06	0.125	0.142857143	0.069444444	BacV5	72	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);s__asaccharolytica(100);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__asaccharolytica
BacV5_Otu_001756	no	2.55E-05	0.218446602	2.42E-05	2.98E-05	2.25E-05	0.171875	0.242857143	0.236111111	BacV5	72	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Mycobacteriaceae(100);g__Mycobacterium(100);g__Mycobacterium_unclassified(87);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Mycobacteriaceae	g__Mycobacterium	g__Mycobacterium_unclassified
BacV5_Otu_001757	no	2.95E-05	0.165048544	8.45E-06	6.77E-05	1.10E-05	0.046875	0.357142857	0.083333333	BacV5	72	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(100);f__Microbacteriaceae_unclassified(99);f__Microbacteriaceae_unclassified(99);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	f__Microbacteriaceae_unclassified	f__Microbacteriaceae_unclassified
BacV5_Otu_001758	no	2.48E-05	0.208737864	3.23E-05	2.26E-05	2.04E-05	0.28125	0.185714286	0.166666667	BacV5	72	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Phyllobacteriaceae(100);g__Mesorhizobium(99);g__Mesorhizobium_unclassified(99);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	g__Mesorhizobium_unclassified
BacV5_Otu_001759	no	1.75E-05	0.067961165	3.50E-06	1.85E-06	4.51E-05	0.015625	0.014285714	0.166666667	BacV5	72	"k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Paenibacillus(100);g__Paenibacillus_unclassified(100);"	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	g__Paenibacillus_unclassified
BacV5_Otu_001761	no	2.19E-05	0.087378641	4.81E-06	0	5.85E-05	0.046875	0	0.208333333	BacV5	72	"k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Paenibacillus(100);g__Paenibacillus_unclassified(85);"	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	g__Paenibacillus_unclassified
BacV5_Otu_001762	no	2.02E-05	0.111650485	5.54E-06	5.54E-06	4.75E-05	0.046875	0.014285714	0.263888889	BacV5	72	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Rhizobiaceae(100);g__Kaistia(100);g__Kaistia_unclassified(100);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Kaistia	g__Kaistia_unclassified
BacV5_Otu_001763	no	2.63E-05	0.165048544	3.50E-05	1.72E-05	2.73E-05	0.203125	0.157142857	0.138888889	BacV5	72	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Caulobacterales(100);f__Caulobacteraceae(100);f__Caulobacteraceae_unclassified(99);f__Caulobacteraceae_unclassified(99);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	f__Caulobacteraceae_unclassified	f__Caulobacteraceae_unclassified
BacV5_Otu_001764	no	2.74E-05	0.194174757	3.96E-05	2.03E-05	2.35E-05	0.25	0.157142857	0.180555556	BacV5	72	"k__Bacteria(100);p__Actinobacteria(100);c__MB-A2-108(100);o__0319-7L14(100);o__0319-7L14_unclassified(100);o__0319-7L14_unclassified(100);o__0319-7L14_unclassified(100);"	k__Bacteria	p__Actinobacteria	c__MB-A2-108	o__0319-7L14	o__0319-7L14_unclassified	o__0319-7L14_unclassified	o__0319-7L14_unclassified
BacV5_Otu_001765	no	2.60E-05	0.174757282	2.52E-05	9.60E-06	4.27E-05	0.171875	0.1	0.25	BacV5	72	"k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(94);o__Myxococcales(85);o__Myxococcales_unclassified(85);o__Myxococcales_unclassified(85);o__Myxococcales_unclassified(85);"	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	o__Myxococcales_unclassified	o__Myxococcales_unclassified	o__Myxococcales_unclassified
BacV5_Otu_001766	no	3.23E-05	0.169902913	7.38E-05	1.84E-05	8.97E-06	0.328125	0.142857143	0.055555556	BacV5	72	"k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Myxococcales(100);f__Haliangiaceae(98);f__Haliangiaceae_unclassified(98);f__Haliangiaceae_unclassified(98);"	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Haliangiaceae	f__Haliangiaceae_unclassified	f__Haliangiaceae_unclassified
BacV5_Otu_001767	no	1.74E-05	0.111650485	1.17E-06	4.52E-06	4.43E-05	0.015625	0.028571429	0.277777778	BacV5	72	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);o__Rhizobiales_unclassified(84);o__Rhizobiales_unclassified(84);o__Rhizobiales_unclassified(84);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	o__Rhizobiales_unclassified	o__Rhizobiales_unclassified	o__Rhizobiales_unclassified
BacV5_Otu_001768	no	2.38E-05	0.145631068	1.34E-05	3.59E-06	5.26E-05	0.125	0.042857143	0.263888889	BacV5	72	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Pseudonocardiaceae(96);g__Pseudonocardia(96);g__Pseudonocardia_unclassified(96);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Pseudonocardiaceae	g__Pseudonocardia	g__Pseudonocardia_unclassified
BacV5_Otu_001769	no	2.29E-05	0.087378641	3.06E-05	3.93E-05	0	0.125	0.142857143	0	BacV5	72	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Comamonadaceae(100);f__Comamonadaceae_unclassified(89);f__Comamonadaceae_unclassified(89);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	f__Comamonadaceae_unclassified	f__Comamonadaceae_unclassified
BacV5_Otu_001770	no	2.49E-05	0.203883495	1.24E-05	3.79E-05	2.35E-05	0.109375	0.257142857	0.236111111	BacV5	71	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Oxalobacteraceae(100);f__Oxalobacteraceae_unclassified(96);f__Oxalobacteraceae_unclassified(96);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	f__Oxalobacteraceae_unclassified	f__Oxalobacteraceae_unclassified
BacV5_Otu_001771	no	2.73E-05	0.13592233	3.10E-05	5.20E-05	0	0.140625	0.271428571	0	BacV5	71	"k__Bacteria(100);p__Bacteroidetes(100);c__Flavobacteriia(100);o__Flavobacteriales(100);f__Flavobacteriaceae(100);f__Flavobacteriaceae_unclassified(99);f__Flavobacteriaceae_unclassified(99);"	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	f__Flavobacteriaceae_unclassified	f__Flavobacteriaceae_unclassified
BacV5_Otu_001772	no	2.88E-05	0.145631068	1.62E-05	1.96E-05	4.90E-05	0.125	0.128571429	0.180555556	BacV5	71	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Beijerinckiaceae(100);g__Beijerinckia(100);g__Beijerinckia_unclassified(100);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Beijerinckia	g__Beijerinckia_unclassified
BacV5_Otu_001773	no	2.36E-05	0.165048544	1.72E-05	1.25E-05	4.01E-05	0.15625	0.114285714	0.222222222	BacV5	71	"k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(99);o__Myxococcales(99);f__OM27(99);f__OM27_unclassified(99);f__OM27_unclassified(99);"	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__OM27	f__OM27_unclassified	f__OM27_unclassified
BacV5_Otu_001774	no	3.05E-05	0.009708738	9.80E-05	0	0	0.03125	0	0	BacV5	71	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);c__Alphaproteobacteria_unclassified(100);c__Alphaproteobacteria_unclassified(100);c__Alphaproteobacteria_unclassified(100);c__Alphaproteobacteria_unclassified(100);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	c__Alphaproteobacteria_unclassified	c__Alphaproteobacteria_unclassified	c__Alphaproteobacteria_unclassified	c__Alphaproteobacteria_unclassified
BacV5_Otu_001775	no	2.47E-05	0.106796117	1.14E-05	4.31E-05	1.86E-05	0.078125	0.1	0.138888889	BacV5	71	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Nocardioidaceae(100);g__Marmoricola(86);g__Marmoricola_unclassified(86);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	g__Marmoricola	g__Marmoricola_unclassified
BacV5_Otu_001776	no	1.76E-05	0.101941748	4.82E-07	4.73E-05	3.97E-06	0.015625	0.242857143	0.041666667	BacV5	71	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(93);f__Microbacteriaceae_unclassified(93);f__Microbacteriaceae_unclassified(93);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	f__Microbacteriaceae_unclassified	f__Microbacteriaceae_unclassified
BacV5_Otu_001777	no	3.06E-05	0.126213592	2.79E-05	6.22E-05	2.34E-06	0.140625	0.214285714	0.027777778	BacV5	71	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Comamonadaceae(100);g__Acidovorax(67);g__Acidovorax_unclassified(64);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Acidovorax	g__Acidovorax_unclassified
BacV5_Otu_001778	no	2.37E-05	0.106796117	7.12E-06	1.34E-05	4.84E-05	0.015625	0.057142857	0.236111111	BacV5	71	"k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Paenibacillus(100);g__Paenibacillus_unclassified(92);"	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	g__Paenibacillus_unclassified
BacV5_Otu_001779	no	2.72E-05	0.174757282	4.00E-05	3.02E-05	1.29E-05	0.21875	0.257142857	0.055555556	BacV5	71	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(96);o__Rhizobiales_unclassified(96);o__Rhizobiales_unclassified(96);o__Rhizobiales_unclassified(96);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	o__Rhizobiales_unclassified	o__Rhizobiales_unclassified	o__Rhizobiales_unclassified
BacV5_Otu_001781	no	3.01E-05	0.029126214	4.28E-06	8.46E-05	0	0.03125	0.057142857	0	BacV5	71	"k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(85);c__Gammaproteobacteria_unclassified(78);c__Gammaproteobacteria_unclassified(78);c__Gammaproteobacteria_unclassified(78);c__Gammaproteobacteria_unclassified(78);"	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	c__Gammaproteobacteria_unclassified	c__Gammaproteobacteria_unclassified	c__Gammaproteobacteria_unclassified	c__Gammaproteobacteria_unclassified
BacV5_Otu_001782	no	3.16E-05	0.101941748	8.37E-05	1.35E-05	2.91E-06	0.234375	0.071428571	0.013888889	BacV5	70	"k__Bacteria(100);p__Chloroflexi(100);c__Chloroflexi(99);o__Herpetosiphonales(82);o__Herpetosiphonales_unclassified(82);o__Herpetosiphonales_unclassified(82);o__Herpetosiphonales_unclassified(82);"	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__Herpetosiphonales	o__Herpetosiphonales_unclassified	o__Herpetosiphonales_unclassified	o__Herpetosiphonales_unclassified
BacV5_Otu_001783	no	2.80E-05	0.213592233	2.68E-05	5.09E-05	6.78E-06	0.1875	0.357142857	0.097222222	BacV5	70	"k__Bacteria(100);p__Chloroflexi(100);c__Chloroflexi(100);o__[Roseiflexales](100);f__[Kouleothrixaceae](100);f__[Kouleothrixaceae]_unclassified(100);f__[Kouleothrixaceae]_unclassified(100);"	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__[Roseiflexales]	f__[Kouleothrixaceae]	f__[Kouleothrixaceae]_unclassified	f__[Kouleothrixaceae]_unclassified
BacV5_Otu_001784	no	3.09E-05	0.155339806	3.40E-06	1.87E-05	6.73E-05	0.03125	0.157142857	0.263888889	BacV5	70	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Streptomycetaceae(100);g__Streptomyces(98);g__Streptomyces_unclassified(98);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Streptomycetaceae	g__Streptomyces	g__Streptomyces_unclassified
BacV5_Otu_001785	no	2.73E-05	0.097087379	2.03E-05	6.17E-05	0	0.09375	0.2	0	BacV5	70	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);s__asaccharolytica(100);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__asaccharolytica
BacV5_Otu_001786	no	2.67E-05	0.17961165	2.14E-05	7.85E-06	4.97E-05	0.171875	0.114285714	0.25	BacV5	70	"k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Paenibacillus(100);g__Paenibacillus_unclassified(78);"	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	g__Paenibacillus_unclassified
BacV5_Otu_001787	no	3.52E-05	0.140776699	1.32E-05	8.68E-05	4.51E-06	0.03125	0.314285714	0.069444444	BacV5	70	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Streptomycetaceae(100);g__Streptomyces(100);g__Streptomyces_unclassified(99);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Streptomycetaceae	g__Streptomyces	g__Streptomyces_unclassified
BacV5_Otu_001788	no	2.87E-05	0.077669903	6.61E-05	2.20E-05	1.82E-06	0.125	0.1	0.013888889	BacV5	70	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);g__Sphingomonas_unclassified(100);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	g__Sphingomonas_unclassified
BacV5_Otu_001789	no	2.50E-05	0.169902913	1.55E-05	2.89E-05	2.97E-05	0.09375	0.214285714	0.194444444	BacV5	70	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(100);g__Frigoribacterium(99);g__Frigoribacterium_unclassified(99);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Frigoribacterium	g__Frigoribacterium_unclassified
BacV5_Otu_001790	no	2.69E-05	0.04368932	0	7.93E-05	0	0	0.128571429	0	BacV5	70	"k__Bacteria(100);p__Bacteroidetes(100);c__Sphingobacteriia(100);o__Sphingobacteriales(100);f__Sphingobacteriaceae(100);g__Pedobacter(99);g__Pedobacter_unclassified(93);"	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	g__Pedobacter_unclassified
BacV5_Otu_001791	no	1.42E-05	0.053398058	6.73E-06	2.19E-06	3.24E-05	0.0625	0.028571429	0.069444444	BacV5	70	"k__Bacteria(100);p__Verrucomicrobia(100);c__[Pedosphaerae](100);o__[Pedosphaerales](100);f__[Pedosphaeraceae](100);g__Pedosphaera(100);g__Pedosphaera_unclassified(100);"	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__[Pedosphaeraceae]	g__Pedosphaera	g__Pedosphaera_unclassified
BacV5_Otu_001792	no	2.91E-05	0.097087379	1.40E-05	6.90E-05	3.83E-06	0.109375	0.142857143	0.041666667	BacV5	70	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Streptomycetaceae(100);g__Streptomyces(100);g__Streptomyces_unclassified(100);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Streptomycetaceae	g__Streptomyces	g__Streptomyces_unclassified
BacV5_Otu_001793	no	1.99E-05	0.087378641	1.67E-05	3.71E-06	3.85E-05	0.0625	0.042857143	0.152777778	BacV5	70	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);o__Rhizobiales_unclassified(90);o__Rhizobiales_unclassified(90);o__Rhizobiales_unclassified(90);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	o__Rhizobiales_unclassified	o__Rhizobiales_unclassified	o__Rhizobiales_unclassified
BacV5_Otu_001794	no	2.51E-05	0.223300971	1.55E-05	3.20E-05	2.70E-05	0.15625	0.242857143	0.263888889	BacV5	70	"k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Solirubrobacterales(99);o__Solirubrobacterales_unclassified(96);o__Solirubrobacterales_unclassified(96);o__Solirubrobacterales_unclassified(96);"	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	o__Solirubrobacterales_unclassified	o__Solirubrobacterales_unclassified	o__Solirubrobacterales_unclassified
